author_list,crossref:string[],publish_count
Takahiro Kubota,journals/corr/CoeckeHP14,1
Ying Hu 0003,conf/cocv/2005,1
Yiorgos Stavrinos,journals/corr/abs-1101-4104,1
Yingfu Zeng,journals/corr/AbrahamB17,1
Yi Xiao,journals/corr/abs-1909-05242,1
Yifei Bao,journals/corr/abs-1011-0051,1
Yi-Hsun Wang,journals/corr/abs-1009-3306,1
Yliès Falcone,journals/corr/abs-2109-07798,1
Yoshinobu Kawabe,conf/arts/2004,1
Yoshihiko Kakutani,journals/corr/deLiguoroS13,1
Yoshihiko Kakutani,journals/corr/CoeckeHP14,1
Yoshiaki Kanazawa,journals/corr/abs-1902-07818,1
Yoriyuki Yamagata,journals/corr/PangL14,1
Youssouf Oualhadj,journals/corr/LomuscioV16,1
Yolanda García-Ruiz,conf/prole/2011,1
Yongjian Li,conf/fgc/2004,1
Xueguang Wu,conf/nsad/2014,1
Yaron Velner,journals/corr/PeronP14,1
Yassine Lakhnech,conf/icalp/2001vepas,1
Yasuhiko Minamide,conf/hoots/2000,1
Yde Venema,journals/corr/abs-2109-07798,1
Yasuhiro Nakano,journals/corr/Maneth13,1
Yannick Chevalier,journals/corr/abs-2109-02501,1
Yanjing Wang 0001,journals/corr/abs-2106-10886,1
Zhun Yang,journals/corr/abs-2009-09158,1
Zhaozhong Ni,conf/merlin/2001,1
Zheng Wang 0005,journals/corr/abs-1212-6574,1
Étienne Prun,journals/corr/DuboisMM17,1
Étienne Lozes,journals/corr/abs-2109-14908,1
Étienne Lozes,journals/corr/abs-1212-3458,1
Étienne Lozes,journals/corr/MatthesM15,1
Étienne André,journals/corr/abs-1010-6112,1
Zoran Petric,conf/icalp/2001both,1
Zoltán Ésik,journals/corr/abs-1708-06226,1
Zsolt Németh,journals/corr/abs-0912-3036,1
Yuki Ishii,journals/corr/CaldwellHA14,1
Yuanlin Zhang 0002,journals/corr/abs-2208-02685,1
Yue Li 0021,journals/corr/abs-1809-04554,1
Yue Li 0021,journals/corr/abs-1709-04199,1
Zach Hansen,journals/corr/abs-2208-02685,1
Zach Bray,journals/corr/KiselyovG15,1
Yuya Maeda,journals/corr/abs-1902-07818,1
Vladimir Zamdzhiev,journals/corr/abs-2101-07888,1
Vojtech Rehák,journals/corr/abs-0911-3189,1
Vojtech Havlena,journals/corr/BoudaHKSR16,1
Vladimiro Sassone,journals/corr/abs-1107-5847,1
Vivek Nigam,conf/imla/2013,1
Walid Taha,journals/corr/AbrahamB17,1
Walther Neuper,journals/corr/abs-1903-12402,1
Walter Vogler,conf/mtcs/2002,1
Walter Vogler,conf/mtcs/2001,1
Victor L. Winter,journals/corr/JeuringM16,1
Viet Dung Dinh,journals/corr/abs-1010-5308,1
Vincenzo Arceri,journals/corr/abs-2109-02001,1
Vincent van Oostrom,journals/corr/MiddeldorpR15,1
Vincent David,journals/corr/abs-1007-0831,1
Vincent Hugot,journals/corr/PeronP14,1
Wolfgang Küchlin,journals/corr/abs-1007-0831,1
Wolfram Amme,conf/cocv/2005,1
Wolfgang Windsteiger,journals/corr/KaliszykL13,1
Wolfgang Thomas,journals/corr/BrihayeDJMS16,1
Wolfgang Thomas,conf/tphol/2007veras,1
Wolfgang Schreiner,journals/corr/abs-2109-02501,1
Wim Vanhoof,journals/corr/YoshidaV13,1
Xiaoning Bian,journals/corr/abs-2109-04886,1
Xiang Fu,journals/corr/abs-1009-3306,1
Wendelin Serwe,journals/corr/abs-2004-12403,1
Wanli Xing,journals/corr/abs-2208-02685,1
Wang Yi 0001,journals/corr/BjornerFRS14,1
Wesley H. Holliday,journals/corr/abs-1907-08335,1
Werner Damm,journals/corr/abs-1910-13641,1
Will Simmons,journals/corr/abs-2004-14750,1
Willem Hagemann,journals/corr/abs-2110-11527,1
Riccardo Traverso,journals/corr/BosnackiELW14,1
Richard Buckland,conf/concur/2002cmcim,1
Ricardo Manuel de Oliveira Almeida,journals/corr/BoudaHKSR16,1
Ricardo G. Sanfelice,journals/corr/DangP13,1
Ricardo Peña,journals/corr/Villanueva17,1
Rishabh Singh,journals/corr/PiskacD16,1
Rishabh Singh,journals/corr/CernyKM16,1
Rob Sumners,journals/corr/abs-2009-12521,1
Richard Mayr,journals/corr/abs-1302-3105,1
Richard Whyman,journals/corr/abs-1807-10563,1
Raymond R. Devillers,journals/corr/abs-1010-6112,1
Raymond R. Devillers,journals/corr/PangLM15,1
René Vestergaard,conf/merlin/2001,1
René Rydhof Hansen,conf/secco/2008,1
Renata Luiza Stange,conf/clei/2018s,1
Reinhard Kahle,journals/corr/abs-1101-5200,1
Reiner Hähnle,journals/corr/abs-1908-09302,1
Reiko Heckel,journals/corr/abs-1712-08345,1
Reiko Heckel,journals/corr/abs-1003-5758,1
Roderick Bloem,journals/corr/abs-1711-10224,1
Rodrigo Machado,journals/corr/abs-1003-5758,1
Robin Donaldson,journals/corr/abs-1002-4919,1
Ronnie Hermens,journals/corr/DuncanP14,1
Rong Qu,journals/corr/abs-0910-1404,1
Romain Demeyer,journals/corr/YoshidaV13,1
Rom Langerak,conf/express/1999,1
Roly Perera,conf/etaps/2007finco,1
Rolf Drechsler,conf/rc/2009,1
Robert Harper 0001,journals/corr/abs-1009-2189,1
Robert Glück,journals/corr/abs-1803-08668,1
Robert Rand 0001,journals/corr/abs-1901-09476,1
Roberto M. Amadio,conf/express/2007,1
Robert Rand 0001,journals/corr/abs-2109-01534,1
Roberto Blanco,journals/corr/CervesatoS15,1
Pietro Sala,journals/corr/PeronP14,1
Pietro Sala,journals/corr/abs-1709-01761,1
Pras Pathmanathan,journals/corr/abs-1208-3151,1
Prodromos Gerakios,journals/corr/abs-1110-3853,1
Prakash Panangaden,conf/secco/2008,1
Poom Pianpak,journals/corr/abs-2109-07914,1
Prabhakar Ragde,journals/corr/abs-1301-4650,1
Philippe Gaucher,conf/getco/2001,1
Philippe Codognet,journals/corr/abs-0910-1404,1
Phil Trinder,conf/etaps/2016rac,1
Philipp Rümmer,journals/corr/abs-2109-03988,1
Philipp Haller,journals/corr/VasconcelosH17,1
Philipp Haller,journals/corr/GayA16,1
Pierpaolo Degano,journals/corr/abs-1711-10708,1
Pierre Halmagrand,journals/corr/KaliszykP15,1
Piero A. Bonatti,journals/corr/MogaveroMV14,1
Ralf Huuck,journals/corr/abs-1212-6574,1
Rajeev Alur,journals/corr/CernyKM16,1
Ran Ettinger,journals/corr/abs-2108-02369,1
Rance Cleaveland,journals/corr/abs-1709-00049,1
Ranald Clouston,journals/corr/abs-1110-6685,1
Ralph Matthes,journals/corr/Oliva14,1
Pál Dömösi,journals/corr/abs-2208-13015,1
Rafael C. Cardoso 0001,journals/corr/abs-2110-11527,1
Rafael Wisniewski,journals/corr/BujorianuW15,1
Rafael V. Carvalho,journals/corr/abs-0912-0034,1
Radu Grosu,journals/corr/BortolussiBP13,1
Shuying Liang,conf/tapas2/2013,1
Shunsuke Kimura 0002,journals/corr/abs-2004-01062,1
Shmuel S. Tyszberowicz,journals/corr/abs-2108-02369,1
Siert Wieringa,journals/corr/abs-0912-3036,1
Simon Dobson,journals/corr/YoshidaV13,1
Simon Cruanes,journals/corr/abs-1712-00898,1
Simon Cruanes,journals/corr/BlanchetteK16,1
Simon Bliudze,journals/corr/abs-0912-0759,1
Simon Bliudze,journals/corr/CarboneLLS13,1
Simon Oberthür,conf/tphol/2007veras,1
Silvia Bonfanti,journals/corr/abs-2111-07538,1
Silas Dilkes,journals/corr/abs-2004-14750,1
Silvio Ghilardi,journals/corr/BersaniBFM14,1
Shane Mansfield,journals/corr/abs-1210-0298,1
Shahar Maoz,journals/corr/abs-1711-10224,1
Shibdas Roy,journals/corr/abs-1103-2268,1
Shilpi Goel,journals/corr/abs-1810-03762,1
Sharjeel Khan,journals/corr/abs-1904-06159,1
Sheila R. M. Veloso,journals/corr/abs-1203-5423,1
Simon Parsons,conf/getco/2001,1
Stefan Leue,journals/corr/GosslerS16,1
Srinath Srinivasa,conf/etaps/2007finco,1
Stefan Schupp,journals/corr/abs-2207-04391,1
Stefanie Hilt,journals/corr/abs-1006-1937,1
Siv Hilde Houmb,journals/corr/KordyMP14,1
Simone Tini,journals/corr/WiklickyV17,1
Sjaak Smetsers,journals/corr/abs-1108-2796,1
Simon Rehwald,journals/corr/abs-1710-02770,1
Simon Perdrix,journals/corr/abs-1207-6821,1
Simon Perdrix,journals/corr/CoeckeH14,1
Simona Ronchi Della Rocca,journals/corr/abs-1101-4104,1
Sophie Siebert,journals/corr/abs-1912-11786,1
Sophie Quinton,journals/corr/AcetoFI16,1
Sol Swords,journals/corr/abs-1304-7123,1
Sabine Glesner,journals/corr/abs-1302-4780,1
Rüdiger Ehlers,journals/corr/abs-1207-0554,1
S. S. Bindumadhava,journals/corr/LinP14,1
Sam Sanders,journals/corr/KohlenbachBB16,1
Ruben Gamboa,journals/corr/abs-1110-4473,1
Ruben Gamboa,journals/corr/KaufmannR15,1
Rudolf Freund,journals/corr/NearyC13,1
Ross Duncan,journals/corr/CoeckeH14,1
Ross Horne,journals/corr/abs-1107-5847,1
Rui Soares Barbosa,journals/corr/abs-1210-0298,1
Scott N. Walck,journals/corr/JeuringM16,1
Sebastian Bab,journals/corr/abs-1204-5796,1
Sebastian Böhne,journals/corr/abs-1803-00722,1
Sergio Mera,journals/corr/abs-1109-2399,1
Sergio Giro,journals/corr/abs-1207-0559,1
Sebastian Xambó,journals/corr/abs-1202-4535,1
Serge Autexier,journals/corr/abs-1202-4535,1
Sandra Alves,journals/corr/Rehof15,1
Sandip Ray,journals/corr/VerbeekS14,1
Samuel Mimram,journals/corr/MiddeldorpR15,1
Saroosh Shabbir,journals/corr/abs-1006-1937,1
Sarai Sheinvald,journals/corr/abs-2209-09333,1
Sanjiva Prasad,journals/corr/VasconcelosH17,1
Sanjit A. Seshia,journals/corr/ChatterjeeEJ14,1
Corina Cîrstea,journals/corr/abs-1909-05979,1
Clemens Thielen,journals/corr/abs-0909-5479,1
Clemens Grabmayer,journals/corr/MiddeldorpR15,1
Clément Aubert,journals/corr/abs-1201-0345,1
Cole Comfort,journals/corr/abs-2109-01534,1
Cosimo Laneve,journals/corr/abs-1908-09302,1
Corrado Priami,journals/corr/abs-1002-4919,1
Cindy Corritore,journals/corr/JeuringM16,1
Cinzia Di Giusto,journals/corr/abs-2109-14908,1
Christos Grompanopoulos,journals/corr/abs-1806-09330,1
Christopher M. Poskitt,journals/corr/RensinkZ15,1
Claudio Corrodi,journals/corr/RensinkZ15,1
Claudia Schon,journals/corr/abs-1912-11786,1
Daniel Marsden,journals/corr/CoeckeH14,1
Daniel J. Dougherty,journals/corr/abs-1001-4573,1
Daniel Gorín,journals/corr/abs-1109-2399,1
Daniel Gebler,journals/corr/CrafaG15,1
Daniel Leivant,conf/lfmtp/2008,1
Daniela Moldovan,journals/corr/abs-1207-0554,1
Daniele Gorla,journals/corr/abs-1908-08213,1
Dale Miller 0001,journals/corr/CervesatoS15,1
Dale Miller 0001,conf/lfmtp/2008,1
Daisuke Kimura,journals/corr/deLiguoroS13,1
Damien Zufferey,journals/corr/abs-2209-09333,1
Daniel El Ouraoui,journals/corr/abs-1712-00898,1
Dan Marsden,journals/corr/abs-1811-02701,1
Dana Fisman,journals/corr/CernyKM16,1
Carst Tankink,journals/corr/BenzmullerP14,1
Carlos Gustavo López Pombo,journals/corr/GayA16,1
Carsten Schürmann,conf/lfmtp/2008,1
Cesare Tinelli,journals/corr/BlanchetteK16,1
Burak Ekici,journals/corr/BlanchetteK16,1
Christian Colombo 0001,journals/corr/abs-1708-06889,1
Christian Sandmann,journals/corr/abs-2012-01181,1
Christian Retoré,journals/corr/abs-2112-14305,1
Christophe Ponchel,journals/corr/Garcia-AlfaroG14,1
Christoph Kreitz,journals/corr/abs-1803-00722,1
Chiara Bodei,journals/corr/abs-1010-5308,1
Ching-Hao Mao,journals/corr/abs-1009-3306,1
Eleftherios Matsikoudis,journals/corr/BaeldeC13,1
Elena Troubitsyna,journals/corr/abs-1805-04636,1
Ekaterina Komendantskaya,journals/corr/abs-1809-04554,1
Ekaterina Komendantskaya,journals/corr/abs-1709-04199,1
Elvinia Riccobene,journals/corr/abs-2111-07538,1
Edward A. Lee,journals/corr/BaeldeC13,1
Edmund Chattoe-Brown,journals/corr/abs-1712-08345,1
Eduard Baranov,journals/corr/CarboneLLS13,1
Erika Ábrahám,journals/corr/abs-2207-04391,1
Erik P. de Vink,journals/corr/RubinT16,1
Erik P. de Vink,journals/corr/BertrandT15,1
Emilio Tuosto,journals/corr/abs-2009-07628,1
Emilio Tuosto,journals/corr/abs-1909-05242,1
Enea Zaffanella,conf/nsad/2017,1
Emilio Tuosto,journals/corr/GayA16,1
Emanuele De Angelis,journals/corr/abs-2211-10675,1
Emanuele De Angelis,journals/corr/GallagherR16,1
Enrico Tassi,journals/corr/abs-1103-3111,1
David R. Cok,journals/corr/DuboisGM14,1
David Quick,journals/corr/HeunenSV15,1
David S. Hardin,journals/corr/KaufmannR15,1
Deepak Kapur,journals/corr/abs-1012-4554,1
David Déharbe,journals/corr/DuboisMM17,1
David Declerck,journals/corr/abs-1805-04636,1
Dave Clarke 0001,journals/corr/abs-0912-0759,1
Disha Puri,journals/corr/VerbeekS14,1
Dominic Duggan,journals/corr/TribastoneW16,1
Dong-Ho Lee,journals/corr/abs-1901-09476,1
Doug Bruce,journals/corr/abs-1208-3151,1
Don Syme,journals/corr/KiselyovG15,1
Dennis Liew,journals/corr/abs-2203-12142,1
Detlef Plump,journals/corr/abs-2212-10975,1
Detlef Plump,journals/corr/abs-2012-01181,1
Ali Hanzala Khan,journals/corr/abs-1210-5783,1
Aloïs Brunel,journals/corr/abs-1005-0653,1
Amar Hadzihasanovic,journals/corr/DuncanH17,1
Alexander Pretschner,journals/corr/abs-1710-02770,1
Alexander Wilce,journals/corr/DuncanH17,1
Alexei P. Lisitsa,journals/corr/abs-1708-06887,1
Alexis Toumi,journals/corr/abs-1811-02701,1
Alexandre Petrenko,journals/corr/SchlingloffP14,1
Andreas Abel 0001,journals/corr/abs-1202-3174,1
Andreas Abel 0001,journals/corr/abs-1110-6685,1
Andreas Bollin,journals/corr/abs-1207-1841,1
Andrea G. Citrolo,journals/corr/GraudenziCMA13,1
Andrea Maggiolo-Schettini,journals/corr/GraudenziCMA13,1
Andres Löh,journals/corr/abs-1202-2407,1
Andreia Mordido,journals/corr/abs-2004-01062,1
Andrei P. Nemytykh,journals/corr/abs-1708-06887,1
Andrei Alexandru,journals/corr/abs-1909-00584,1
Andrea Asperti,journals/corr/abs-1103-3111,1
Anastasia Mavridou,journals/corr/abs-1806-09330,1
Anders Schlichtkrull,journals/corr/abs-1803-00722,1
Adrian Francalanza,journals/corr/CamaraP15,1
Adrian Francalanza,journals/corr/BeekL15,1
Adolfo Piperno,journals/corr/abs-1908-08213,1
Adenilso da Silva Simão,journals/corr/SchlingloffP14,1
Adama Diene,journals/corr/abs-2208-13015,1
Aaron Lye,journals/corr/abs-2012-01181,1
Aaron Lye,journals/corr/abs-1912-08966,1
Aarti Gupta,journals/corr/LinP14,1
Aarthi Sundaram,journals/corr/abs-2109-01534,1
Abdollah Tabareh,journals/corr/abs-1207-1841,1
Alejandro Mario Hernandez,journals/corr/abs-1010-5308,1
Aleks Kissinger,journals/corr/abs-1103-2268,1
Alex Merry,journals/corr/abs-1103-2268,1
Alessandro Coglio,journals/corr/abs-2009-12521,1
Alan Fern,journals/corr/abs-1109-0323,1
Alberto Pettorossi,journals/corr/GallagherR16,1
Alberto Verdejo,journals/corr/abs-1204-5318,1
Bernard van Gastel,journals/corr/BonfanteM17,1
Bartek Klin,journals/corr/AtkeyK16,1
Bernard P. Serpette,journals/corr/abs-1208-2440,1
Benjamin Musto,journals/corr/DuncanH17,1
Beniamino Accattoli,journals/corr/abs-1302-5997,1
Axel Legay,journals/corr/KnightLLV15,1
Axel Jantsch,conf/tphol/2007veras,1
Bernard van Gastel,journals/corr/abs-1304-7123,1
Bob Coecke,journals/corr/abs-1811-02701,1
Bob Coecke,journals/corr/CoeckeHP14,1
Brian Courtehoute,journals/corr/abs-2212-10975,1
Bianca Truthe,journals/corr/abs-2208-13015,1
Anna Ingólfsdóttir,journals/corr/abs-1002-2978,1
Annabelle McIver,journals/corr/BortolussiW13,1
Anna Vasileva,journals/corr/abs-1912-09611,1
Anna Vasileva,journals/corr/abs-1908-08639,1
Antoine Allioux,journals/corr/CervesatoF17,1
Ansgar Fehnker,journals/corr/GlabbeekGH15,1
Andrew Fish,journals/corr/HeussnerKW16,1
Angelo Ferrando 0001,journals/corr/abs-2110-11527,1
Anton Salikhmetov,journals/corr/CorradiniZ16,1
Asta Halkjær From,journals/corr/abs-2204-03415,1
Asta Halkjær From,journals/corr/abs-2010-15832,1
Artur Rataj,journals/corr/PangLM15,1
Antonios Gouglidis,journals/corr/abs-1806-09330,1
Arend Rensink,journals/corr/BosnackiELW14,1
António Ravara,journals/corr/BeekL15,1
Jesús Manuel Almendros-Jiménez,journals/corr/Escobar15,1
Jetty Kleijn,journals/corr/abs-1211-3476,1
Jean-Yves Didier,journals/corr/PangLM15,1
Jeremy Yallop,journals/corr/abs-1905-05909,1
Jeremy Gibbons,journals/corr/Danvyd16,1
John Leth,journals/corr/BujorianuW15,1
John Fearnley,journals/corr/abs-1006-1711,1
John T. O'Donnell,journals/corr/abs-1301-4650,1
John P. Gallagher,journals/corr/abs-1908-06723,1
John S. Fitzgerald,journals/corr/abs-1001-5310,1
John R. Cowles,journals/corr/KaufmannR15,1
Jakob Gulddahl Rasmussen,journals/corr/BujorianuW15,1
Jan Frederik Schaefer,journals/corr/abs-1910-08712,1
Jacob Lidman,conf/nsad/2017,1
Jan Bessai,journals/corr/abs-1912-09611,1
James Laird,journals/corr/deLiguoroS13,1
James Ferlez,journals/corr/abs-1709-00049,1
J. Christian Attiogbé,journals/corr/abs-1010-2337,1
Ivan Porres,journals/corr/abs-1210-5783,1
Ivano Salvo,journals/corr/abs-1908-08213,1
Jacob Beal,journals/corr/BeekL16,1
Jaco van de Pol,journals/corr/GlabbeekGH15,1
Jean-Michel Hufflen,journals/corr/KofronT17,1
Jean-Francois Kempf,journals/corr/BertrandB14,1
Jan Olaf Blech,journals/corr/abs-2001-06163,1
Jan Krcál,journals/corr/AndreF14,1
Kazushige Terui,journals/corr/abs-1005-0653,1
Kentaro Honda,journals/corr/HeunenSV15,1
Karl Gmeiner,journals/corr/CirsteaE17,1
Kaustuv Chaudhuri,journals/corr/AlvesC15,1
Karoliina Lehtinen,journals/corr/MatthesM15,1
Krysia Broda,journals/corr/abs-1903-12402,1
Konstantinos Sagonas,journals/corr/abs-1110-3853,1
Kirstin Peters,journals/corr/abs-2208-14777,1
Josua Botha,journals/corr/abs-2209-09208,1
Joshua D. Guttman,journals/corr/abs-1002-1408,1
José Pedro Magalhães,journals/corr/abs-1202-2407,1
Jørgen Villadsen,journals/corr/abs-2204-03415,1
Jørgen Villadsen,journals/corr/abs-2010-15832,1
Jules Villard,journals/corr/abs-1212-3458,1
Juan C. Cubero,journals/corr/Escobar15,1
Julien Schmaltz,journals/corr/abs-1110-4473,1
Julien Lange,journals/corr/abs-2203-12142,1
Gabriel Ciobanu,journals/corr/abs-1909-00584,1
Geoff W. Hamilton,journals/corr/abs-1708-06887,1
Frederik Krogsdal Jacobsen,journals/corr/abs-2204-03415,1
Frieder Stolzenburg,journals/corr/abs-1912-11786,1
Fredrik Sommar,journals/corr/VasconcelosH17,1
François Thiré,journals/corr/abs-1807-01352,1
Giselle Reis,journals/corr/abs-2107-07376,1
Giorgio Delzanno,journals/corr/BosnackiELW14,1
Giovanna D'Agostino,journals/corr/abs-1006-1711,1
Gergö Barany,journals/corr/HamiltonLN16,1
Georgiana Caltais,journals/corr/GosslerS16,1
Gerjan Stokkink,journals/corr/abs-1202-5826,1
Fatima-Zahra Siyouri,journals/corr/abs-2004-01061,1
Fatima El Azzouzi,journals/corr/abs-2004-01061,1
Ferenc A. Bartha,journals/corr/AbrahamB17,1
Evgeny Makarov,journals/corr/abs-1201-0345,1
Fadil Kallat,journals/corr/abs-1908-08639,1
Fernando Schapachnik,journals/corr/abs-1109-2399,1
Franco Barbanera,journals/corr/Carbone14,1
Francesco Tiezzi 0001,journals/corr/DonaldsonV14,1
Frank Roumen,journals/corr/DuncanP14,1
Frank Dordowsky,journals/corr/DuboisMM15,1
Fernando Sáenz-Pérez,journals/corr/Navarro15,1
Francesco Parisi-Presicce,journals/corr/HeussnerKW16,1
Horatiu Cirstea,journals/corr/abs-1001-4573,1
Hernán C. Melgratti,journals/corr/abs-2009-07628,1
Hervé Debar,journals/corr/Garcia-AlfaroG14,1
Imene Ben Hafaiedh,journals/corr/abs-1007-4993,1
Irum Rauf,journals/corr/abs-1210-5783,1
Isabel Oitavem,journals/corr/abs-1101-5200,1
Isabella Mastroeni,journals/corr/abs-2109-02001,1
Ian Stark,conf/hlcl/2000,1
Igor Mozolevsky,journals/corr/abs-1001-5310,1
Helena Gruhn,journals/corr/abs-1302-4780,1
Gustavo Gonzalez Granadillo,journals/corr/Garcia-AlfaroG14,1
Grigory Fedyukovich,journals/corr/abs-2109-03988,1
Graham Campbell 0001,journals/corr/abs-2102-01804,1
Hari Govind V. K.,journals/corr/abs-2211-10675,1
Hans-Jörg Schurr,journals/corr/abs-2107-01544,1
Hans Zantema,journals/corr/abs-1204-5318,1
Hassan Hatefi,journals/corr/AndreF14,1
Han Chen,journals/corr/abs-0910-4420,1
Hammadi Khairallah,journals/corr/abs-1007-4993,1
